GPS_Time,Device_Time,Longitude,Latitude,GPS_Speed_(Meters/second),Horizontal_Dilution_of_Precision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),0-100kph_Time(s),0-100mph_Time(s),0-200kph_Time(s),0-30mph_Time(s),0-60mph_Time(s),1/4_mile_time(s),1/8_mile_time(s),100-0kph_Time(s),100-200kph_Time(s),40-60mph_Time(s),60-0mph_Time(s),60-120mph_Time(s),60-130mph_Time(s),60-80mph_Time(s),80-100mph_Time(s),80-120kph_Time(s),Absolute_Throttle_Position_B(%),Acceleration_Sensor(Total)(g),Acceleration_Sensor(X_axis)(g),Acceleration_Sensor(Y_axis)(g),Acceleration_Sensor(Z_axis)(g),Accelerator_PedalPosition_D(%),Accelerator_PedalPosition_E(%),Actual_engine_%_torque(%),Air_Fuel_Ratio(Commanded)(:1),Air_Fuel_Ratio(Measured)(:1),Ambient_air_temp(°C),Android_device_Battery_Level(%),Barometer_(on_Android_device)(mb),Barometric_pressure_(from_vehicle)(psi),Commanded_Equivalence_Ratio(lambda),Cost_per_mile/km_(Instant)(R$/km),Cost_per_mile/km_(Trip)(R$/km),CO2_in_g/km_(Average)(g/km),CO2_in_g/km_(Instantaneous)(g/km),Distance_to_empty_(Estimated)(km),Distance_travelled_since_codes_cleared(km),Distance_travelled_with_MIL/CEL_lit(km),DPF_Bank_1_Delta_Pressure(psi),Drivers_demand_engine_%_torque(%),EGR_Commanded(%),EGR _Error(%),Engine_kW_(At_the_wheels)(kW),Engine_Load(%),Engine_Load(Absolute)(%),Engine_reference_torque(Nm),Engine_RPM(rpm),Ethanol_Fuel_%(%),Evap_System_Vapour_Pressure(Pa),Exhaust_Pressure_Bank_1(psi),Fuel_cost_(trip)(cost),Fuel_flow_rate/hour(l/hr),Fuel_flow_rate/minute(cc/min),Fuel_Level_(From_Engine_ECU)(%),Fuel_pressure(psi),Fuel_Rail_Pressure(psi),Fuel_Rail_Pressure_(relative_to_manifold_vacuum)(psi),Fuel_Rate_(direct_from_ECU)(L/m),Fuel_Remaining_(Calculated_from_vehicle_profile)(%),Fuel_Trim_Bank_1_Long_Term(%),Fuel_Trim_Bank_1_Short_Term(%),Fuel_used_(trip)(l),GPS_Accuracy(m),GPS_Altitude(m),GPS_Bearing,GPS_Latitude,GPS_Longitude,GPS_vs_OBD_Speed_Difference(km/h),Horsepower_(At_The_Wheels)(hp),Hybrid_Battery_Charge_(%),Intake_Manifold_Pressure(psi),Kilometers_Per_Litre(Instant)(kpl),Kilometers_Per_Litre(Long_Term_Average)(kpl),Litres_Per_100_Kilometer(Instant)(l/100km),Litres_Per_100_Kilometer(Long_Term_Average)(l/100km),Mass_Air_Flow_Rate(g/s),Miles_Per_Gallon(Instant)(mpg),Miles_Per_Gallon(Long_Term_Average)(mpg),Percentage_of_City_driving(%),Percentage_of_Highway_driving(%),Percentage_of_Idle_driving(%),Relative_Accelerator_Pedal_Position(%),Relative_Throttle_Position(%),Run_Time_Since_Engine_Start(s),Speed_(GPS)(km/h),Speed_(OBD)(km/h),Throttle_Position(Manifold)(%),Torque(Nm),Trip_Average_KPL(kpl),Trip_Average_Litres/100_KM(l/100km),Trip_Average_MPG(mpg),Trip_Distance(km),Trip_Distance_(Stored_In_Vehicle_Profile)(km),Trip_Time(Since_Journey_Start)(s),Trip_Time(Whilst_Moving)(s),Trip_Time(Whilst_Stationary)(s),Turbo_Boost_And_Vacuum_Gauge(psi),Voltage(Control_Module)(V),Voltage(OBD_Adapter)(V),Volumetric_Efficiency(Calculated)(%),id,scenario,driver,vehicle,hour,heremaps_speed,heremaps_speeduncapped,heremaps_freeflow,heremaps_jamfactor
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,457659213",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.5,-4.41,9.1,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.03,0.07,-0.45,0.82,-,-,-,-,-,-,53,21.02,11.68,-,-,-,0.6,1.46,312.28,128.97,238.6,-,-,-,-,8.47,-,-,-,1889.75,-,-,2.3,1.85,30.88,-,-,-,-,-,37.19,-18.75,5.47,-,0.32,1.7,700,61.2,-19.63,-43.23,11.02,11.36,-,3.05,20.51,12.83,4.88,7.79,-,57.93,36.25,63.83,0,36.17,-,-,-257,25.98,37,5.88,41.6,9.44,10.59,26.68,2.56,256.89,428.74,293.44,120.53,-11.65,-,13.9,-61,2,1,1,1,10:59:01,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,457670787",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.78,-4.08,8.58,-0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.02,0.07,-0.41,0.77,-,-,-,-,-,-,53,21.02,11.68,-,-,-,0.6,1.46,312.28,128.97,238.6,-,-,-,-,8.47,-,-,-,1889.75,-,-,2.3,1.85,30.88,-,-,-,-,-,37.19,-18.75,5.47,-,0.32,1.7,700,61.2,-19.63,-43.23,11.02,11.36,-,3.05,20.51,12.83,4.88,7.79,-,57.93,36.25,63.92,0,36.08,-,-,-257,25.98,37,5.49,41.6,9.44,10.59,26.68,2.56,256.89,429.74,294.44,120.53,-11.65,-,13.6,-61,2,1,1,1,10:59:02,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4576823611",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.75,-4.52,8.46,-0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.04,0.08,-0.44,0.73,-,-,-,-,-,-,53,21.02,11.68,-,-,-,0.53,1.45,309.96,122.56,238.59,-,-,-,-,8.47,-,-,-,1783.5,-,-,2.31,1.71,28.58,-,-,-,-,-,37.18,-18.75,5.47,-,0.33,1.7,700,61.2,-19.63,-43.23,11.02,11.36,-,2.9,21.58,12.83,4.63,7.79,-,60.96,36.25,64.01,0,35.99,-,-,-257,25.98,37,5.49,41.6,9.51,10.51,26.87,2.56,256.89,430.83,295.53,120.53,-11.8,-,13.6,-61,2,1,1,1,10:59:03,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4576939352",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.51,-4.31,8.7,-0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.06,0.06,-0.43,0.72,-,-,-,-,-,-,53,21.14,11.79,-,-,-,0.53,1.45,309.96,122.56,238.59,-,-,-,-,-,-,-,-,1783.5,-,-,2.31,1.71,28.58,-,-,-,-,-,37.18,-18.75,0,-,0.33,1.7,700,61.2,-19.63,-43.23,9.02,-,-,2.9,21.58,12.83,4.63,7.79,-,60.96,36.25,64.1,0,35.9,-,-,-257,25.98,35,5.49,-,9.51,10.51,26.87,2.58,256.92,431.82,296.52,120.53,-11.8,-,13.6,-61,2,1,1,1,10:59:04,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4577055093",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.57,-4.87,8.66,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.02,0.09,-0.48,0.8,-,-,-,-,-,-,53,21.14,11.79,-,-,-,0.53,1.45,309.96,122.56,238.59,-,-,-,-,-,-,-,-,1783.5,-,-,2.31,1.71,28.58,-,-,-,-,-,37.18,-18.75,0,-,0.33,1.7,700,61.2,-19.63,-43.23,9.02,-,-,2.9,21.58,12.83,4.63,7.79,-,60.96,36.25,64.13,0,35.87,-,-,-257,25.98,35,5.49,-,9.51,10.51,26.87,2.58,256.92,432.23,296.93,120.53,-11.8,-,13.8,-61,2,1,1,1,10:59:05,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4577170833",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.55,-4.39,8.73,-0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.05,0.04,-0.43,0.73,-,-,-,-,-,-,53,21.22,11.88,-,-,-,0.53,1.44,307.78,128.4,238.58,-,-,-,-,-,-,-,-,1558.75,-,-,2.32,1.7,28.32,-,-,-,-,-,37.18,-18.75,0,-,0.33,1.7,700,61.2,-19.63,-43.23,5.02,-,-,3.05,20.6,12.83,4.85,7.79,-,58.19,36.25,64.27,0,35.73,-,-,-257,25.98,31,5.49,-,9.57,10.44,27.05,2.61,256.94,433.83,298.53,120.53,-11.65,-,13.8,-61,2,1,1,1,10:59:06,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4577286343",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.75,-4.29,8.79,-0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.05,0.04,-0.35,0.77,-,-,-,-,-,-,53,21.22,11.88,-,-,-,0.53,1.44,307.78,128.4,238.58,-,-,-,-,-,-,-,-,1558.75,-,-,2.32,1.7,28.32,-,-,-,-,-,37.18,-18.75,0,-,0.33,1.7,700,61.2,-19.63,-43.23,5.02,-,-,3.05,20.6,12.83,4.85,7.79,-,58.19,36.25,64.34,0,35.66,-,-,-257,25.98,31,4.31,-,9.57,10.44,27.05,2.61,256.94,434.6,299.3,120.53,-11.65,-,13.8,-61,2,1,1,1,10:59:07,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4577402083",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.68,-4.64,8.41,-0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.05,-0.48,0.77,-,-,-,-,-,-,53,21.26,11.95,-,-,-,0.74,1.44,306.34,187.03,238.57,-,-,-,-,-,-,-,-,859.5,-,-,2.33,2.19,36.53,-,-,-,-,-,37.18,-18.75,0,-,0.33,1.7,700,61.2,-19.63,-43.23,1.02,-,-,4.5,14.14,12.83,7.07,7.79,-,39.95,36.25,64.44,0,35.56,-,-,-257,25.98,27,4.31,-,9.6,10.42,27.12,2.63,256.96,435.85,300.55,120.53,-10.2,-,13.8,-61,2,1,1,1,10:59:08,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4577518056",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.82,-4.86,8.4,-0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.06,-0.47,0.78,-,-,-,-,-,-,53,21.26,11.95,-,-,-,0.74,1.44,306.34,187.03,238.57,-,-,-,-,-,-,-,-,859.5,-,-,2.33,2.19,36.53,-,-,-,-,-,37.18,-18.75,0,-,0.33,1.7,700,61.2,-19.63,-43.23,1.02,-,-,4.5,14.14,12.83,7.07,7.79,-,39.95,36.25,64.51,0,35.49,-,-,-257,25.98,27,4.71,-,9.6,10.42,27.12,2.63,256.96,436.64,301.34,120.53,-10.2,-,13.6,-61,2,1,1,1,10:59:09,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4577633681",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.87,-5.64,8.29,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.02,0.1,-0.53,0.76,-,-,-,-,-,-,53,21.26,11.95,-,-,-,0.74,1.44,306.34,187.03,238.57,-,-,-,-,-,-,-,-,859.5,-,-,2.33,2.19,36.53,-,-,-,-,-,37.18,-18.75,0,-,0.33,1.7,700,61.2,-19.63,-43.23,1.02,-,-,4.5,14.14,12.83,7.07,7.79,-,39.95,36.25,64.6,0,35.4,-,-,-257,25.98,27,4.71,-,9.6,10.42,27.12,2.63,256.96,437.69,302.39,120.53,-10.2,-,13.6,-61,2,1,1,1,10:59:10,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4577749421",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.06,-4.45,8.47,-0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.09,0.14,-0.62,0.78,-,-,-,-,-,-,53,21.25,11.98,-,-,-,0.56,1.43,304.35,137.07,238.56,-,-,-,-,-,-,-,-,855,-,-,2.33,1.4,23.32,-,-,-,-,-,37.18,-18.75,0,-,0.33,1.7,700,61.2,-19.63,-43.23,5.98,-,-,5.22,19.3,12.83,5.18,7.79,-,54.51,36.25,64.68,0,35.32,-,-,-257,25.98,20,4.71,-,9.65,10.36,27.27,2.64,256.97,438.64,303.35,120.53,-9.48,-,13.6,-61,2,1,1,1,10:59:11,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4577865046",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.71,-4.94,8.12,-0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.02,0.07,-0.5,0.72,-,-,-,-,-,-,53,21.25,11.98,-,-,-,0.56,1.43,304.35,137.07,238.56,-,-,-,-,-,-,-,-,855,-,-,2.33,1.4,23.32,-,-,-,-,-,37.18,-18.75,0,-,0.33,1.7,700,61.2,-19.63,-43.23,5.98,-,-,5.22,19.3,12.83,5.18,7.79,-,54.51,36.25,64.74,0,35.26,-,-,-257,25.98,20,5.1,-,9.65,10.36,27.27,2.64,256.97,439.44,304.14,120.53,-9.48,-,13.6,-61,2,1,1,1,10:59:12,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4577980787",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.84,-4.89,8.54,-0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.08,-0.49,0.77,-,-,-,-,-,-,53,21.15,11.96,-,-,-,0.69,1.43,303.01,189.19,238.55,-,-,-,-,-,-,-,-,859.75,-,-,2.34,1.43,23.84,-,-,-,-,-,37.17,-18.75,0.78,-,0.33,1.7,700,61.2,-19.63,-43.23,17.98,-,-,5.37,13.98,12.83,7.15,7.79,-,39.49,36.25,64.86,0,35.14,-,-,-257,25.98,8,5.1,-,9.68,10.33,27.34,2.65,256.98,440.86,305.56,120.53,-9.33,-,13.6,-61,2,1,1,1,10:59:13,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4578096759",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.89,-4.67,8.24,-0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.09,-0.47,0.77,-,-,-,-,-,-,53,21.15,11.96,-,-,-,0.69,1.43,303.01,189.19,238.55,-,-,-,-,-,-,-,-,859.75,-,-,2.34,1.43,23.84,-,-,-,-,-,37.17,-18.75,0.78,-,0.33,1.7,700,61.2,-19.63,-43.23,17.98,-,-,5.37,13.98,12.83,7.15,7.79,-,39.49,36.25,64.94,0,35.06,-,-,-257,25.98,8,5.1,-,9.68,10.33,27.34,2.65,256.98,441.84,306.54,120.53,-9.33,-,13.6,-61,2,1,1,1,10:59:14,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,45782125",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.8,-4.86,8.5,-0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.07,-0.48,0.76,-,-,-,-,-,-,53,21.15,11.96,-,-,-,1.25,1.42,303.01,-,238.54,-,-,-,-,-,-,-,-,859.75,-,-,2.35,1.52,25.27,-,-,-,-,-,37.17,-18.75,0.78,-,0.33,1.7,700,61.2,-19.63,-43.23,17.98,-,-,5.66,5.28,12.83,18.95,7.79,-,14.9,36.25,65.01,0,34.99,-,-,-257,25.98,8,5.1,-,9.65,10.36,27.27,2.65,256.98,442.7,307.4,120.53,-9.04,-,13.6,-61,2,1,1,1,10:59:15,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4578328241",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.81,-3.89,8.97,-0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.08,-0.41,0.81,-,-,-,-,-,-,53,20.99,11.92,-,-,-,1.25,1.42,303.01,-,238.54,-,-,-,-,-,-,-,-,841.25,-,-,2.35,1.52,25.27,-,-,-,-,-,37.17,-18.75,-0.78,-,0.33,1.7,700,61.2,-19.63,-43.23,24.98,-,-,5.66,5.28,12.83,18.95,7.79,-,14.9,36.25,64.88,0,35.12,-,-,-257,25.98,1,4.71,-,9.65,10.36,27.27,2.65,256.99,443.86,308.56,120.53,-9.04,-,13.6,-61,2,1,1,1,10:59:16,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4578443866",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.73,-3.88,8.88,-0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,0.07,-0.4,0.79,-,-,-,-,-,-,53,20.99,11.92,-,-,-,1.25,1.42,303.01,-,238.54,-,-,-,-,-,-,-,-,841.25,-,-,2.35,1.52,25.27,-,-,-,-,-,37.17,-18.75,-0.78,-,0.33,1.7,700,61.2,-19.63,-43.23,24.98,-,-,5.66,5.28,12.83,18.95,7.79,-,14.9,36.25,64.82,0,35.18,-,-,-257,25.98,1,4.71,-,9.65,10.36,27.27,2.65,256.99,444.27,308.97,120.53,-9.04,-,13.5,-61,2,1,1,1,10:59:17,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4578560185",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.81,-3.88,8.99,-0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.02,0.07,-0.4,0.78,-,-,-,-,-,-,53,20.99,11.86,-,-,-,3.37,1.43,303.01,-,238.52,-,-,-,-,-,-,-,-,829,-,-,2.35,1.33,22.19,-,-,-,-,-,37.17,-18.75,0.78,-,0.33,1.7,700,61.2,-19.63,-43.23,25.98,-,-,5.08,0.75,12.83,133.15,7.79,-,2.12,36.25,64.6,0,35.4,-,-,-257,25.98,0,4.71,-,9.6,10.41,27.13,2.65,256.99,445.72,310.03,120.92,-9.62,-,13.5,-61,2,1,1,1,10:59:18,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4578675231",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.81,-3.98,8.93,-0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.08,-0.4,0.81,-,-,-,-,-,-,53,20.99,11.86,-,-,-,3.37,1.43,303.01,-,238.52,-,-,-,-,-,-,-,-,829,-,-,2.35,1.33,22.19,-,-,-,-,-,37.17,-18.75,0.78,-,0.33,1.7,700,61.2,-19.63,-43.23,25.98,-,-,5.08,0.75,12.83,133.15,7.79,-,2.12,36.25,64.46,0,35.54,-,-,-257,25.98,0,4.71,-,9.6,10.41,27.13,2.65,256.99,446.69,310.03,121.89,-9.62,-,13.6,-61,2,1,1,1,10:59:19,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4578791204",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.83,-3.94,8.94,-0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.07,-0.41,0.79,-,-,-,-,-,-,53,20.99,11.86,-,-,-,∞,1.43,303.01,-,238.5,-,-,-,-,-,-,-,-,825.5,-,-,2.36,1.27,21.24,-,-,-,-,-,37.17,-18.75,0.78,-,0.33,1.7,700,61.2,-19.63,-43.23,25.98,-,-,4.93,0,12.83,-,7.79,-,0,36.25,64.3,0,35.7,-,-,-257,25.98,0,4.71,-,9.6,10.41,27.12,2.65,256.99,447.75,310.03,122.95,-9.77,-,13.6,-61,2,1,1,1,10:59:20,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4578906482",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.74,-3.95,8.81,-0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.08,-0.4,0.8,-,-,-,-,-,-,53,20.99,11.81,-,-,-,∞,1.43,303.01,-,238.5,-,-,-,-,-,-,-,-,825.5,-,-,2.36,1.27,21.24,-,-,-,-,-,37.17,-18.75,-1.56,-,0.33,1.7,700,61.2,-19.63,-43.23,25.98,-,-,4.93,0,12.83,-,7.79,-,0,36.25,64.15,0,35.85,-,-,-257,25.98,0,4.71,-,9.6,10.41,27.12,2.65,256.99,448.74,310.03,123.94,-9.77,-,13.6,-61,2,1,1,1,10:59:21,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4579022338",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.82,-3.95,8.92,-0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.08,-0.4,0.8,-,-,-,-,-,-,53,20.99,11.81,-,-,-,∞,1.43,303.01,-,238.5,-,-,-,-,-,-,-,-,825.5,-,-,2.36,1.27,21.24,-,-,-,-,-,37.17,-18.75,-1.56,-,0.33,1.7,700,61.2,-19.63,-43.23,25.98,-,-,4.93,0,12.83,-,7.79,-,0,36.25,64,0,36,-,-,-257,25.98,0,4.71,-,9.6,10.41,27.12,2.65,256.99,449.81,310.03,125.01,-9.77,-,13.6,-61,2,1,1,1,10:59:22,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4579138079",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.76,-3.88,8.89,-0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.08,-0.4,0.8,-,-,-,-,-,-,53,20.99,11.76,-,-,-,∞,1.43,303.01,-,238.49,-,-,-,-,-,-,-,-,809.25,-,-,2.37,1.27,21.15,-,-,-,-,-,37.17,-18.75,-4.69,-,0.33,1.7,700,61.2,-19.63,-43.23,25.98,-,-,4.93,0,12.83,-,7.79,-,0,36.25,63.85,0,36.15,-,-,-257,25.98,0,4.71,-,9.6,10.42,27.12,2.65,256.99,450.8,310.03,126,-9.77,-,13.6,-61,2,1,1,1,10:59:23,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4579254861",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.8,-3.86,9.02,-0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.08,-0.4,0.81,-,-,-,-,-,-,53,20.99,11.76,-,-,-,∞,1.43,303.01,-,238.49,-,-,-,-,-,-,-,-,809.25,-,-,2.37,1.27,21.15,-,-,-,-,-,37.17,-18.75,-4.69,-,0.33,1.7,700,61.2,-19.63,-43.23,25.98,-,-,4.93,0,12.83,-,7.79,-,0,36.25,63.73,0,36.27,-,-,-257,25.98,0,4.71,-,9.6,10.42,27.12,2.65,256.99,451.59,310.03,126.79,-9.77,-,13.6,-61,2,1,1,1,10:59:24,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4579370023",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.82,-3.98,8.94,-0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,0.07,-0.4,0.79,-,-,-,-,-,-,53,20.99,11.71,-,-,-,∞,1.44,303.01,-,238.48,-,-,-,-,-,-,-,-,808,-,-,2.37,1.28,21.35,-,-,-,-,-,37.17,-18.75,-4.69,-,0.33,1.7,700,61.2,-19.63,-43.23,25.98,-,-,5.08,0,12.83,-,7.79,-,0,36.25,63.55,0,36.45,-,-,-257,25.98,0,4.71,-,9.6,10.42,27.11,2.65,256.99,452.83,310.03,128.03,-9.62,-,13.6,-61,2,1,1,1,10:59:25,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4579485648",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.71,-3.93,8.69,-0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.08,-0.4,0.8,-,-,-,-,-,-,53,20.99,11.71,-,-,-,∞,1.44,303.01,-,238.48,-,-,-,-,-,-,-,-,808,-,-,2.37,1.28,21.35,-,-,-,-,-,37.17,-18.75,-3.12,-,0.33,1.7,700,61.2,-19.63,-43.23,25.98,-,-,5.08,0,12.83,-,7.79,-,0,36.25,63.41,0,36.59,-,-,-257,25.98,0,4.71,-,9.6,10.42,27.11,2.65,256.99,453.81,310.03,129.01,-9.62,-,13.6,-61,2,1,1,1,10:59:26,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4579601505",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.72,-3.99,8.71,-0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.02,0.07,-0.4,0.78,-,-,-,-,-,-,53,20.99,11.71,-,-,-,∞,1.44,303.01,-,238.48,-,-,-,-,-,-,-,-,808,-,-,2.37,1.28,21.35,-,-,-,-,-,37.17,-18.75,-3.12,-,0.33,1.7,700,61.2,-19.63,-43.23,25.98,-,-,5.08,0,12.83,-,7.79,-,0,36.25,63.33,0,36.67,-,-,-257,25.98,0,4.71,-,9.6,10.42,27.11,2.65,256.99,454.39,310.03,129.59,-9.62,-,13.6,-61,2,1,1,1,10:59:27,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4579716898",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.81,-3.93,8.89,-0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.08,-0.4,0.8,-,-,-,-,-,-,52,20.99,11.66,-,-,-,∞,1.44,303.01,-,238.47,-,-,-,-,-,-,-,-,818.25,-,-,2.38,1.28,21.31,-,-,-,-,-,37.16,-18.75,2.34,-,0.34,1.7,700,61.2,-19.63,-43.23,25.98,-,-,5.08,0,12.83,-,7.79,-,0,36.25,63.12,0,36.88,-,-,-257,25.98,0,4.71,-,9.59,10.42,27.1,2.65,256.99,455.86,310.03,131.07,-9.62,-,13.6,-61,2,1,1,1,10:59:28,,,,
Tue Feb 22 10:57:45 GMT-03:00 2022,"44614,4579832639",-43.22957666666666,-19.627116666666666,7.215375900268555,1.7000000476837158,700.0,61.20000076293945,0.71,-3.92,8.78,-0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,0.08,-0.4,0.79,-,-,-,-,-,-,52,20.99,11.66,-,-,-,∞,1.44,303.01,-,238.47,-,-,-,-,-,-,-,-,818.25,-,-,2.38,1.28,21.31,-,-,-,-,-,37.16,-18.75,2.34,-,0.34,1.7,700,61.2,-19.63,-43.23,25.98,-,-,5.08,0,12.83,-,7.79,-,0,36.25,63,0,37,-,-,-257,25.98,0,4.71,-,9.59,10.42,27.1,2.65,256.99,456.67,310.03,131.87,-9.62,-,13.6,-61,2,1,1,1,10:59:29,,,,
